Creature ID,Genome
208,"('IH', 'BDx', 4, np.float64(1.0));('IH', 'BD', 1, 0.3255110212965773);('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'BDx', 4, 0.9503512111206192);('HO', 1, 'Mfd', -0.29473661658821415);('HO', 4, 'Mfd', 0.8103162165445568);('IH', 'Sir', 4, -0.637834707151796);('HO', 4, 'Mfd', -0.08450751336120921);('HO', 0, 'Mfd', -0.5317982249516042);('IH', 'Pfd', 4, -0.840105487897445);('HO', 4, 'Mfd', 0.8103162165445568);('IH', 'BDx', 3, np.float64(0.8336712932311756));('HO', 2, 'Mfd', 0.4706939960036298)"
209,"('HO', 2, 'Mfd', -0.2637875244401304);('HO', 1, 'Mfd', -0.29473661658821415);('HO', 1, 'Mfd', -0.29473661658821415);('HO', 3, 'Mfd', -0.9445790796557088);('IH', 'Sir', 1, 0.1130223711751559);('IH', 'Pfd', 6, 0.8781835049890583);('HO', 3, 'Mfd', -0.9445790796557088);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'Pfd', 6, np.float64(0.6873201435771115));('IH', 'Sir', 3, np.float64(1.0));('IH', 'Sfd', 4, -0.8235921791622178);('IH', 'Sir', 4, -0.637834707151796);('IH', 'Plr', 3, 0.17034864276340334);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'Rnd', 0, np.float64(-0.36698444933992935))"
210,"('IH', 'BDx', 4, 0.9503512111206192);('IH', 'LPF', 3, 0.514074902224009);('HO', 3, 'Mfd', -0.9445790796557088);('IH', 'BD', 6, -0.5376078667480122);('IH', 'BD', 6, 0.22512928564959078);('HO', 4, 'Mfd', 0.8103162165445568);('IH', 'Osc', 3, -0.14902831962437157);('HO', 2, 'Mfd', -0.2637875244401304);('HO', 0, 'Mfd', -0.47778896992689157);('HO', 0, 'Mfd', -0.47778896992689157);('IH', 'Pfd', 4, -0.8373428503111018);('IH', 'BD', 6, 0.22512928564959078);('HO', 3, 'Mfd', -0.9445790796557088);('IH', 'LBf', 5, 0.15006938106579648);('IH', 'Pop', 2, 0.07899143578695345)"
211,"('IH', 'BDx', 4, 0.9503512111206192);('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'BDx', 4, 0.9503512111206192);('HO', 0, 'Mfd', -0.47778896992689157);('IH', 'BDx', 4, 0.9503512111206192);('HO', 0, 'Mfd', -0.47778896992689157);('HO', 2, 'Mfd', 0.9732052632694248);('IH', 'Pfd', 6, 0.8781835049890583);('HO', 4, 'Mfd', 0.6450739821489437);('HO', 4, 'Mfd', 0.40998472998213975);('IH', 'Sfd', 4, np.float64(-0.8618552746906627));('IH', 'Pfd', 6, np.float64(0.8128154854071061));('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('HO', 4, 'Mfd', 0.40998472998213975);('IH', 'Sir', 4, -0.637834707151796)"
212,"('IH', 'BD', 0, 0.1148929159335792);('IH', 'BD', 3, -0.19803359055135306);('IH', 'Sir', 3, 0.9639463392384282);('IH', 'Sfd', 5, -0.3149420598455259);('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'Sir', 4, -0.637834707151796);('IH', 'LPF', 3, 0.514074902224009);('IH', 'BD', 6, 0.22512928564959078);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'BD', 1, 0.3255110212965773);('HO', 0, 'Mfd', -0.47778896992689157);('IH', 'Pop', 2, 0.07899143578695345);('HO', 4, 'Mfd', 0.6450739821489437);('HO', 0, 'Mrn', -0.05436384262378535);('IH', 'Rnd', 0, np.float64(-0.36698444933992935))"
213,"('IH', 'Plr', 4, 0.14301530103984605);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'Sg', 5, np.float64(0.008860011944484103));('HO', 0, 'Mfd', -0.48056183758896287);('HO', 4, 'Mfd', 0.40998472998213975);('IH', 'BDx', 4, 0.47681123793342284);('IH', 'LPF', 3, 0.514074902224009);('IH', 'BD', 3, 0.7662865045214753);('IH', 'Ly', 3, np.float64(0.7636131118699337));('IH', 'BDy', 5, -0.7107084609002312);('IH', 'BD', 6, -0.5376078667480122);('HO', 1, 'Mfd', -0.21834678144256414);('HO', 0, 'Mfd', -0.48056183758896287);('IH', 'BDx', 4, np.float64(1.0));('HO', 2, 'Mfd', -0.2637875244401304)"
214,"('HO', 1, 'Mfd', -0.21834678144256414);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'Pop', 6, -0.22891698299362684);('IH', 'Pop', 2, 0.07899143578695345);('IH', 'Sfd', 5, -0.3149420598455259);('IH', 'Pop', 6, np.float64(0.252236055185182));('HO', 0, 'Mfd', -0.48056183758896287);('HO', 4, 'Mfd', 0.8103162165445568);('HO', 0, 'Mfd', -0.5317982249516042);('IH', 'Rnd', 4, -0.11062073256176186);('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('IH', 'LPF', 5, np.float64(-1.0));('HO', 2, 'Mfd', -0.2637875244401304);('IH', 'Sfd', 4, np.float64(-0.8618552746906627));('HO', 0, 'Mfd', -0.47778896992689157)"
215,"('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'Sir', 4, -0.637834707151796);('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'Sir', 4, -0.637834707151796);('HO', 1, 'Mfd', 0.6031295353721156);('IH', 'Rnd', 4, -0.11062073256176186);('HO', 0, 'Mfd', np.float64(-0.5503382398178114));('IH', 'Pfd', 4, -0.8373428503111018);('HO', 2, 'Mfd', np.float64(-0.15947690297019812));('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('HO', 3, 'Mfd', -0.9445790796557088);('HO', 0, 'Mfd', -0.47778896992689157)"
216,"('HO', 4, 'Mfd', 0.8103162165445568);('IH', 'Pop', 2, 0.07899143578695345);('IH', 'Pop', 6, -0.22891698299362684);('IH', 'BDx', 4, 0.9503512111206192);('HO', 3, 'Mfd', -0.9445790796557088);('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'Lx', 1, np.float64(0.8708470475454878));('IH', 'BDx', 3, np.float64(0.8336712932311756));('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'Sg', 5, np.float64(0.008860011944484103));('IH', 'BDx', 4, 0.9503512111206192);('HO', 4, 'Mfd', 0.6450739821489437);('HO', 2, 'Mfd', -0.2637875244401304);('IH', 'BD', 0, 0.1148929159335792);('HO', 3, 'Mfd', -0.9445790796557088)"
217,"('HO', 1, 'Mfd', -0.29473661658821415);('IH', 'Pop', 6, np.float64(0.252236055185182));('IH', 'BDx', 3, np.float64(0.8336712932311756));('IH', 'Sfd', 5, -0.3149420598455259);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'Rnd', 4, -0.11062073256176186);('IH', 'BDy', 0, 0.8820930079635332);('HO', 2, 'Mfd', 0.9732052632694248);('IH', 'Pfd', 6, 0.8781835049890583);('HO', 4, 'Mfd', 0.40998472998213975);('IH', 'Bfd', 3, np.float64(-0.29524594150729133));('IH', 'BDx', 4, 0.9503512111206192);('IH', 'BD', 1, 0.3255110212965773);('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('IH', 'BDx', 4, 0.9503512111206192)"
218,"('HO', 0, 'Mfd', -0.48056183758896287);('HO', 0, 'Mfd', -0.48056183758896287);('IH', 'Sfd', 4, np.float64(-0.8618552746906627));('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'Pop', 4, np.float64(0.4756746768760105));('HO', 3, 'Mfd', -0.9445790796557088);('HO', 0, 'Mfd', -0.48056183758896287);('HO', 2, 'Mfd', -0.2637875244401304);('IH', 'LBf', 5, np.float64(0.25815039020412883));('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('HO', 4, 'Mfd', 0.8103162165445568);('IH', 'BD', 0, 0.1148929159335792);('HO', 2, 'Mfd', 0.4706939960036298);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'BDx', 4, 0.9503512111206192)"
219,"('HO', 4, 'Mfd', 0.6450739821489437);('HO', 0, 'Mfd', -0.47778896992689157);('IH', 'Pfd', 4, np.float64(-0.794753758094599));('IH', 'Lx', 1, np.float64(0.8708470475454878));('IH', 'Sir', 4, -0.637834707151796);('IH', 'BD', 1, 0.3255110212965773);('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'Sfd', 4, np.float64(-0.8618552746906627));('IH', 'Rnd', 2, -0.05843115757917183);('IH', 'Sfd', 5, -0.3149420598455259);('IH', 'Blr', 2, 0.6381526476164059);('HO', 0, 'Mfd', np.float64(-0.3735766825554951));('IH', 'BDx', 4, 0.9503512111206192);('IH', 'Sg', 5, np.float64(0.008860011944484103));('IH', 'BD', 3, 0.7662865045214753)"
220,"('IH', 'Sfd', 4, -0.8235921791622178);('IH', 'Sfd', 5, -0.3149420598455259);('HO', 3, 'Mfd', -0.9445790796557088);('HO', 4, 'Mfd', 0.6450739821489437);('HO', 0, 'Mfd', -0.5317982249516042);('IH', 'BDx', 4, 0.9503512111206192);('HO', 4, 'Mfd', -0.08450751336120921);('IH', 'Sir', 3, 0.9639463392384282);('HO', 0, 'Mfd', -0.47778896992689157);('HO', 1, 'Mfd', 0.6031295353721156);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'BDx', 4, 0.9503512111206192);('HO', 0, 'Mfd', -0.48056183758896287);('IH', 'BDx', 0, -0.30870655124704394);('HO', 0, 'Mfd', -0.47778896992689157)"
221,"('IH', 'BDx', 4, 0.47681123793342284);('HO', 4, 'Mfd', 0.6450739821489437);('HO', 0, 'Mfd', -0.47778896992689157);('IH', 'BDx', 4, 0.9503512111206192);('HO', 0, 'Mfd', -0.47778896992689157);('HO', 0, 'Mfd', -0.47778896992689157);('IH', 'Sir', 4, -0.637834707151796);('IH', 'LBf', 5, 0.15006938106579648);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'Sir', 1, 0.1130223711751559);('IH', 'Lx', 0, 0.023781727575933997);('IH', 'Sir', 4, -0.637834707151796);('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'LPF', 3, 0.514074902224009);('IH', 'Sir', 1, 0.1130223711751559)"
222,"('HO', 2, 'Mfd', -0.2637875244401304);('HO', 3, 'Mfd', -0.9445790796557088);('HO', 0, 'Mfd', np.float64(-0.6372503949746472));('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('IH', 'Pfd', 4, np.float64(-0.794753758094599));('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'BDx', 4, np.float64(1.0));('IH', 'Sfd', 4, np.float64(-0.8618552746906627));('IH', 'Bfd', 3, np.float64(-0.29524594150729133));('IH', 'BDx', 4, 0.9503512111206192);('HO', 0, 'Mfd', np.float64(-0.3735766825554951));('IH', 'BD', 6, -0.5376078667480122);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'BD', 1, 0.3255110212965773)"
223,"('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'Pop', 6, -0.22891698299362684);('HO', 4, 'Mfd', -0.08450751336120921);('IH', 'Pfd', 4, -0.840105487897445);('IH', 'LBf', 5, np.float64(0.25815039020412883));('IH', 'Osc', 3, -0.14902831962437157);('IH', 'BD', 3, 0.7662865045214753);('HO', 0, 'Mfd', -0.48056183758896287);('IH', 'Sfd', 5, -0.3149420598455259);('IH', 'Lx', 1, np.float64(0.8708470475454878));('HO', 0, 'Mfd', -0.48056183758896287);('IH', 'Plr', 0, -0.9286876736202359);('HO', 2, 'Mfd', 0.9732052632694248);('HO', 4, 'Mfd', 0.40998472998213975);('IH', 'BDx', 4, 0.9503512111206192)"
224,"('HO', 4, 'Mfd', 0.40998472998213975);('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'BDx', 4, 0.9503512111206192);('HO', 0, 'Mrn', -0.05436384262378535);('IH', 'LPF', 3, 0.514074902224009);('IH', 'BDx', 3, -0.5429032423020415);('HO', 3, 'Mfd', -0.9445790796557088);('IH', 'Sg', 5, np.float64(0.008860011944484103));('HO', 2, 'Mfd', np.float64(0.40035697364000483));('HO', 0, 'Mfd', -0.47778896992689157);('IH', 'Pfd', 4, np.float64(-0.794753758094599));('IH', 'Pop', 2, 0.07899143578695345);('HO', 0, 'Mfd', np.float64(-0.3735766825554951));('IH', 'Pfd', 4, np.float64(-0.794753758094599));('IH', 'Rnd', 0, np.float64(-0.36698444933992935))"
225,"('IH', 'Sfd', 4, np.float64(-0.8788142741047222));('HO', 2, 'Mfd', 0.9732052632694248);('IH', 'LBf', 5, np.float64(0.25815039020412883));('HO', 1, 'Mfd', -0.21834678144256414);('IH', 'Pfd', 6, 0.8781835049890583);('HO', 2, 'Mfd', -0.2637875244401304);('IH', 'LBf', 1, -0.2458765117513797);('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('HO', 3, 'Mfd', -0.9445790796557088);('HO', 4, 'Mfd', 0.8103162165445568);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('HO', 4, 'Mfd', 0.8103162165445568);('IH', 'BDx', 4, 0.9503512111206192);('HO', 1, 'Mfd', -0.21834678144256414)"
226,"('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'Ly', 3, 0.6501815100249466);('HO', 0, 'Mfd', -0.47778896992689157);('IH', 'Sfd', 4, -0.8235921791622178);('IH', 'Sir', 4, -0.637834707151796);('HO', 4, 'Mfd', 0.6450739821489437);('HO', 2, 'Mfd', 0.9732052632694248);('IH', 'LPF', 3, 0.514074902224009);('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('HO', 1, 'Mfd', -0.21834678144256414);('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'Sir', 1, np.float64(0.03239703326812965));('HO', 1, 'Mfd', np.float64(-0.1606760768145598));('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'Pfd', 6, 0.8781835049890583)"
227,"('IH', 'LPF', 3, 0.514074902224009);('HO', 3, 'Mrn', -0.556282511217697);('IH', 'Pop', 6, -0.22891698299362684);('IH', 'Pop', 6, -0.22891698299362684);('IH', 'Sfd', 4, -0.8235921791622178);('IH', 'Pop', 6, -0.22891698299362684);('IH', 'LPF', 3, 0.514074902224009);('IH', 'Pfd', 6, 0.8781835049890583);('HO', 4, 'Mfd', 0.8103162165445568);('HO', 2, 'Mfd', 0.8800738862798034);('IH', 'BDy', 5, -0.7107084609002312);('IH', 'BD', 1, 0.3255110212965773);('HO', 2, 'Mfd', -0.2637875244401304);('HO', 4, 'Mfd', 0.6450739821489437);('HO', 2, 'Mfd', -0.2637875244401304)"
228,"('HO', 0, 'Mfd', -0.5317982249516042);('HO', 4, 'Mfd', 0.6450739821489437);('HO', 0, 'Mfd', -0.48056183758896287);('IH', 'Pop', 1, -0.9021376589296068);('HO', 4, 'Mfd', 0.8103162165445568);('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'LPF', 3, 0.514074902224009);('IH', 'Pop', 2, 0.07899143578695345);('HO', 2, 'Mfd', 0.8800738862798034);('IH', 'Rnd', 0, np.float64(-0.40752436904903394));('HO', 0, 'Mrn', -0.05436384262378535);('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('HO', 4, 'Mrn', -0.084664851042485);('HO', 0, 'Mfd', -0.48056183758896287);('HO', 4, 'Mfd', 0.8103162165445568)"
229,"('IH', 'BDx', 4, 0.9503512111206192);('HO', 1, 'Mfd', -0.29473661658821415);('IH', 'Sfd', 4, np.float64(-0.8618552746906627));('HO', 0, 'Mfd', -0.47778896992689157);('IH', 'Sg', 5, np.float64(0.008860011944484103));('HO', 2, 'Mfd', 0.8800738862798034);('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'Pop', 4, np.float64(0.4756746768760105));('HO', 1, 'Mfd', -0.21834678144256414);('IH', 'Bfd', 3, np.float64(-0.29524594150729133));('IH', 'Sfd', 4, np.float64(-0.8618552746906627));('HO', 1, 'Mfd', np.float64(-0.1606760768145598));('IH', 'Sir', 3, 0.9639463392384282);('IH', 'Sir', 4, -0.637834707151796);('IH', 'Pfd', 6, 0.8781835049890583)"
230,"('IH', 'BDx', 3, np.float64(0.8336712932311756));('HO', 0, 'Mfd', -0.48056183758896287);('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'Pfd', 4, -0.8373428503111018);('HO', 2, 'Mfd', 0.9732052632694248);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'Rnd', 2, -0.05843115757917183);('IH', 'BDx', 4, 0.47681123793342284);('HO', 4, 'Mfd', 0.8103162165445568);('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'Sir', 4, -0.637834707151796);('IH', 'BD', 6, -0.5376078667480122);('IH', 'Sfd', 4, np.float64(-0.8618552746906627))"
231,"('IH', 'BDx', 4, np.float64(0.8627148097898071));('HO', 0, 'Mfd', -0.48056183758896287);('IH', 'Blr', 0, np.float64(0.5493050664981488));('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'Sg', 5, np.float64(0.008860011944484103));('IH', 'Sfd', 5, -0.3149420598455259);('IH', 'BDy', 0, 0.5586158782736179);('HO', 2, 'Mfd', 0.8800738862798034);('HO', 0, 'Mfd', np.float64(-0.3735766825554951));('HO', 1, 'Mfd', -0.29473661658821415);('IH', 'Pop', 6, -0.22891698299362684);('IH', 'Plr', 3, 0.17034864276340334);('HO', 3, 'Mfd', -0.9445790796557088)"
232,"('IH', 'BDx', 4, 0.9503512111206192);('HO', 2, 'Mfd', 0.9732052632694248);('HO', 0, 'Mfd', -0.47778896992689157);('HO', 1, 'Mfd', -0.29473661658821415);('IH', 'Pop', 1, -0.9021376589296068);('HO', 0, 'Mfd', -0.5317982249516042);('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'Plr', 4, np.float64(0.2528537967409684));('IH', 'Sir', 4, np.float64(-0.6059716420761969));('IH', 'Pfd', 6, np.float64(0.6873201435771115));('IH', 'Pop', 4, np.float64(0.4756746768760105));('IH', 'Sfd', 4, np.float64(-0.8618552746906627));('IH', 'BDx', 4, 0.9503512111206192);('HO', 1, 'Mfd', -0.21834678144256414);('IH', 'LPF', 3, 0.514074902224009)"
233,"('HO', 1, 'Mfd', -0.29473661658821415);('HO', 1, 'Mfd', -0.29473661658821415);('IH', 'Pop', 1, -0.9021376589296068);('IH', 'LBf', 5, 0.15006938106579648);('HO', 0, 'Mfd', -0.48056183758896287);('IH', 'Pop', 6, -0.22891698299362684);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'BDx', 4, 0.9503512111206192);('HO', 0, 'Mfd', -0.5317982249516042);('HO', 3, 'Mfd', -0.9445790796557088);('HO', 4, 'Mfd', 0.40998472998213975);('IH', 'Lx', 1, np.float64(0.8708470475454878));('HO', 1, 'Mfd', -0.21834678144256414);('HO', 0, 'Mfd', -0.48056183758896287);('HO', 0, 'Mfd', -0.48056183758896287)"
234,"('IH', 'BD', 0, 0.1148929159335792);('HO', 4, 'Mfd', 0.40998472998213975);('IH', 'BD', 6, -0.5376078667480122);('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('HO', 3, 'Mfd', -0.9445790796557088);('HO', 2, 'Mfd', 0.4706939960036298);('IH', 'Pfd', 4, np.float64(-0.794753758094599));('IH', 'BDx', 4, 0.9503512111206192);('HO', 3, 'Mfd', -0.9445790796557088);('IH', 'Plr', 5, np.float64(-0.48188249772109804));('HO', 4, 'Mfd', 0.6450739821489437);('HO', 0, 'Mfd', -0.47778896992689157);('IH', 'BDx', 4, 0.9503512111206192);('HO', 2, 'Mfd', -0.2637875244401304);('IH', 'Pop', 6, -0.22891698299362684)"
235,"('HO', 0, 'Mfd', -0.47778896992689157);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('HO', 2, 'Mfd', 0.4706939960036298);('HO', 0, 'Mfd', -0.48056183758896287);('IH', 'Osc', 3, -0.14902831962437157);('HO', 4, 'Mfd', 0.6450739821489437);('HO', 0, 'Mfd', -0.48056183758896287);('IH', 'Sir', 4, -0.637834707151796);('HO', 2, 'Mfd', 0.4706939960036298);('IH', 'BD', 6, -0.5376078667480122);('IH', 'Bfd', 3, 0.18135821002145236);('HO', 3, 'Mfd', -0.9445790796557088);('HO', 1, 'Mfd', np.float64(-0.1606760768145598));('IH', 'LBf', 5, 0.15006938106579648)"
236,"('IH', 'Rnd', 4, -0.11062073256176186);('IH', 'Pfd', 6, 0.8781835049890583);('HO', 2, 'Mfd', -0.2637875244401304);('IH', 'BDx', 4, 0.9503512111206192);('HO', 2, 'Mfd', -0.2637875244401304);('IH', 'Pop', 1, -0.9021376589296068);('IH', 'Sir', 4, -0.637834707151796);('IH', 'Pfd', 6, np.float64(0.6873201435771115));('IH', 'BD', 1, 0.3255110212965773);('IH', 'Sfd', 4, np.float64(-0.8618552746906627));('HO', 2, 'Mfd', 0.4706939960036298);('IH', 'BDx', 4, 0.9503512111206192);('HO', 0, 'Mfd', -0.5317982249516042);('IH', 'BDx', 3, np.float64(0.8336712932311756));('IH', 'BDx', 4, 0.9503512111206192)"
237,"('IH', 'Sfd', 4, np.float64(-0.8101248023078839));('IH', 'LBf', 5, np.float64(0.25815039020412883));('IH', 'BD', 0, 0.1148929159335792);('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'Sfd', 4, np.float64(-0.8618552746906627));('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('IH', 'Sir', 4, -0.637834707151796);('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'Sir', 1, 0.1130223711751559);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'BD', 6, 0.22512928564959078);('HO', 1, 'Mfd', 0.6031295353721156);('IH', 'Lx', 1, np.float64(0.8708470475454878));('HO', 4, 'Mfd', 0.40998472998213975)"
238,"('HO', 2, 'Mfd', 0.4706939960036298);('IH', 'Pop', 6, -0.22891698299362684);('HO', 0, 'Mfd', np.float64(-0.5503382398178114));('IH', 'Sfd', 4, np.float64(-0.8618552746906627));('HO', 2, 'Mfd', 0.9732052632694248);('HO', 0, 'Mfd', -0.47778896992689157);('IH', 'Sfd', 4, -0.8235921791622178);('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'Gen', 2, 0.8309159165463544);('IH', 'Rnd', 0, np.float64(-0.36698444933992935));('HO', 0, 'Mfd', -0.47778896992689157);('HO', 0, 'Mfd', -0.5317982249516042);('HO', 2, 'Mfd', -0.2637875244401304);('IH', 'Plr', 0, -0.9286876736202359)"
239,"('IH', 'BD', 1, 0.3255110212965773);('HO', 0, 'Mfd', -0.47778896992689157);('HO', 0, 'Mfd', np.float64(-0.3735766825554951));('HO', 2, 'Mfd', 0.9732052632694248);('HO', 4, 'Mfd', 0.40998472998213975);('HO', 4, 'Mfd', 0.8103162165445568);('IH', 'Sir', 4, -0.637834707151796);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'Sfd', 4, np.float64(-0.8618552746906627));('HO', 1, 'Mfd', -0.29473661658821415);('HO', 4, 'Mfd', 0.40998472998213975);('HO', 4, 'Mfd', 0.8103162165445568);('IH', 'Sir', 4, -0.637834707151796);('IH', 'Sg', 5, np.float64(0.008860011944484103));('IH', 'BDx', 3, np.float64(0.8336712932311756))"
240,"('IH', 'BDx', 4, 0.9503512111206192);('HO', 2, 'Mfd', 0.4706939960036298);('IH', 'Pfd', 6, np.float64(0.6873201435771115));('HO', 4, 'Mfd', 0.8103162165445568);('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'Sir', 1, 0.1130223711751559);('HO', 4, 'Mfd', 0.40998472998213975);('HO', 4, 'Mfd', 0.8103162165445568);('HO', 0, 'Mrn', -0.05436384262378535);('IH', 'Rnd', 4, -0.11062073256176186);('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'Plr', 0, -0.9286876736202359);('HO', 4, 'Mrn', -0.084664851042485);('HO', 2, 'Mfd', -0.2637875244401304);('IH', 'BDx', 4, 0.9503512111206192)"
241,"('IH', 'BD', 3, 0.7662865045214753);('IH', 'BD', 0, 0.1148929159335792);('HO', 4, 'Mfd', 0.8103162165445568);('IH', 'Sir', 3, 0.9639463392384282);('IH', 'Pop', 6, -0.22891698299362684);('IH', 'Osc', 3, -0.14902831962437157);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'Ly', 3, np.float64(0.7636131118699337));('IH', 'Pop', 1, np.float64(-0.10476476119756559));('IH', 'Sfd', 4, -0.8235921791622178);('IH', 'BDx', 4, np.float64(0.8627148097898071));('HO', 0, 'Mrn', -0.05436384262378535);('IH', 'Sfd', 5, -0.3149420598455259);('IH', 'LPF', 3, 0.514074902224009);('HO', 4, 'Mfd', 0.8103162165445568)"
242,"('HO', 1, 'Mfd', -0.29473661658821415);('IH', 'Sfd', 4, np.float64(-0.8788142741047222));('IH', 'BDx', 3, np.float64(0.8336712932311756));('HO', 2, 'Mfd', 0.4706939960036298);('HO', 4, 'Mfd', 0.8103162165445568);('IH', 'Pop', 2, 0.07899143578695345);('HO', 0, 'Mrn', -0.05436384262378535);('HO', 2, 'Mfd', -0.2637875244401304);('HO', 0, 'Mfd', -0.47778896992689157);('HO', 1, 'Mfd', -0.21834678144256414);('HO', 0, 'Mfd', -0.48056183758896287);('HO', 4, 'Mfd', np.float64(0.30780144577370766));('IH', 'LBf', 1, -0.2458765117513797);('IH', 'BDx', 4, 0.9503512111206192);('HO', 0, 'Mrn', -0.05436384262378535)"
243,"('IH', 'Pfd', 6, 0.8781835049890583);('IH', 'BDx', 4, 0.9503512111206192);('HO', 4, 'Mfd', 0.6450739821489437);('IH', 'BD', 1, 0.3255110212965773);('IH', 'Sg', 5, np.float64(0.008860011944484103));('HO', 0, 'Mfd', -0.48056183758896287);('IH', 'Sfd', 5, -0.3149420598455259);('HO', 4, 'Mfd', 0.40998472998213975);('HO', 0, 'Mfd', -0.48056183758896287);('HO', 4, 'Mfd', 0.40998472998213975);('IH', 'Sfd', 4, -0.8235921791622178);('HO', 0, 'Mfd', -0.47778896992689157);('IH', 'BD', 3, 0.7662865045214753);('HO', 0, 'Mfd', -0.48056183758896287);('HO', 0, 'Mfd', -0.5317982249516042)"
244,"('IH', 'Sfd', 4, np.float64(-0.8101248023078839));('HO', 4, 'Mfd', 0.40998472998213975);('IH', 'Sir', 4, -0.637834707151796);('HO', 0, 'Mfd', -0.47778896992689157);('IH', 'BD', 6, -0.5376078667480122);('HO', 2, 'Mfd', -0.2637875244401304);('IH', 'Sfd', 5, -0.3149420598455259);('IH', 'LBf', 1, -0.2458765117513797);('IH', 'LBf', 5, np.float64(0.25815039020412883));('IH', 'BDx', 4, 0.9503512111206192);('IH', 'BDx', 4, 0.9503512111206192);('IH', 'BD', 0, 0.1148929159335792);('HO', 3, 'Mrn', -0.556282511217697);('IH', 'BD', 2, np.float64(0.7059062175734038));('IH', 'Pfd', 4, -0.8373428503111018)"
