Creature ID,Genome
333,"(IH,LMy,3,0.4682687004221109);(IH,Rnd,5,0.8013276570557162);(IH,Blr,1,-0.5212699502562461);(HO,0,Mrv,0.8694267287280726);(IH,Osc,3,0.8975925192755141);(IH,LMy,6,0.7235273554969546);(IH,Blr,1,-0.21530881063703933);(IH,Bfd,1,0.46300870820209084);(HO,0,SG,-0.3422838061502722);(IH,Gen,5,0.14006934338350563);(IH,BDx,1,0.503400441740429);(HO,0,OSC,0.95372230694527);(HO,1,OSC,-0.5063310097461216);(HO,0,MRL,-0.04323548408532352);(IH,Pfd,3,0.011337723669141653)"
334,"(IH,Blr,2,-0.18060394148649173);(IH,LMy,2,-0.26740559203579006);(IH,BD,2,0.044227538259998145);(IH,LMx,6,-0.48238452131298093);(HO,2,Mfd,-0.028278560665386143);(HO,5,MRL,-0.19517768631054588);(HO,4,Res,-0.9266980348550706);(HO,0,MX,-0.6216554008006538);(IH,Osc,0,0.9356482231165184);(HO,1,LPD,-0.7607397627963286);(HO,2,MY,-0.6180690607934765);(IH,Pfd,3,0.011337723669141653);(HO,2,Res,0.9692498280441129);(IH,Pop,2,-0.18925103141790078);(HO,2,MX,-0.06761535251391071)"
335,"(IH,Gen,3,-0.17388644080962434);(HO,4,MRL,-0.8529181687501484);(HO,6,Res,-0.9402092016111683);(IH,LMy,2,0.9764374895529109);(HO,0,Res,0.6331614387573634);(HO,6,Res,0.5830433607197472);(HO,3,SG,-0.35857766712884787);(HO,3,OSC,0.5998562042487672);(HO,1,MX,0.4483311807327264);(IH,Ly,1,0.40267846587648015);(IH,Sir,2,-0.5245522782534788);(IH,BD,1,0.4198328930197659);(IH,BD,6,0.01409783799568931);(IH,Sg,4,-0.7196606460620827);(HO,4,Res,-0.6513447126862597)"
336,"(IH,Plr,0,-0.8464548150251705);(IH,Age,6,-0.1688929611787089);(IH,BD,2,0.2972629103335771);(IH,Sg,2,-0.046805003702705905);(IH,Bfd,5,0.2811278690187726);(HO,2,Mrv,-0.1476550129925709);(HO,4,LPD,0.3328281952404566);(IH,Blr,6,0.7205137551204059);(IH,Blr,2,0.10092530013208512);(IH,Bfd,5,-0.18115791134053705);(HO,3,OSC,0.49573523944474807);(IH,Blr,2,0.06176123299103775);(HO,6,LPD,0.34592650334790265);(HO,3,Mrv,-0.06968767768736828);(HO,0,Mrn,0.4486083031361905)"
337,"(HO,6,MY,0.43755131739005737);(IH,Sg,2,-0.046805003702705905);(IH,Bfd,5,-0.18115791134053705);(IH,Sfd,5,0.11097571969619957);(IH,BDy,3,-0.4140964162869081);(HO,3,LPD,-0.3399233517126825);(HO,5,SG,0.3909607137070745);(HO,0,Mfd,0.8539836143426169);(HO,1,MX,0.04779122910265432);(IH,LBf,2,0.43517474134246603);(IH,Age,3,-0.2677010365519743);(HO,4,Mfd,0.320862870826919);(IH,Ly,6,0.5626736351397668);(IH,Pop,3,-0.3614764971184137);(IH,Pop,6,0.35281623884570146)"
338,"(IH,LMx,4,-0.7113596640579067);(IH,Ly,0,-0.673618814988677);(IH,BD,2,0.2972629103335771);(HO,0,MRL,0.0008801024908045019);(HO,0,LPD,-0.5992352363926037);(IH,Pfd,3,-0.43817042535365935);(IH,Ly,4,0.5322869235720575);(IH,BDx,1,-0.09842663710219934);(IH,BDy,1,-0.7461218362771427);(HO,0,MX,-0.6216554008006538);(HO,6,MX,-0.5326335168845235);(IH,Plr,3,0.6105443444678704);(HO,4,Mfd,-0.21446530634365746);(IH,BDx,6,0.9291293014393731);(IH,LBf,3,0.36347142455263937)"
339,"(HO,1,MRL,0.7290677958501302);(IH,Ly,1,0.23373097580528968);(IH,Rnd,4,-0.06259061685682066);(IH,LPF,1,0.6728618181158095);(IH,Pfd,4,0.7555179840404758);(IH,Pop,0,0.6125081163486787);(IH,Plr,3,0.6105443444678704);(IH,BDx,6,-0.785267548360624);(HO,0,LPD,-0.5992352363926037);(IH,Sfd,6,0.5735143163369285);(HO,4,Res,0.425932557009568);(IH,Blr,1,-0.21530881063703933);(HO,4,MX,0.5996443275834256);(HO,5,SG,-0.5128700586492072);(IH,Ly,4,-0.33748905668359286)"
340,"(IH,Sfd,1,-0.8876376639309493);(HO,4,Res,0.9222881189030729);(IH,BDy,2,0.11619447453254361);(HO,0,Mfd,-0.8881469991079094);(HO,0,SG,-0.9842964305907398);(IH,Sir,5,0.9721935294726383);(IH,LMy,2,0.9764374895529109);(IH,Bfd,3,0.8637001071244021);(HO,2,Res,0.9692498280441129);(HO,0,SG,-0.3422838061502722);(HO,4,SG,0.5546095170428544);(IH,Rnd,1,-0.049641433837531945);(IH,Sfd,0,0.3587959214458343);(IH,Bfd,5,-0.18115791134053705);(IH,Blr,3,0.39698714385739287)"
341,"(IH,Bfd,5,-0.18115791134053705);(HO,0,MY,0.3021841935354763);(HO,1,LPD,-0.4891800013871299);(IH,Blr,2,0.7374945353796534);(HO,4,Mfd,0.320862870826919);(HO,4,OSC,0.8665027397578782);(HO,5,Mfd,-0.7378489435381976);(HO,3,LPD,-0.09967698112098033);(HO,3,MX,0.04329249617353148);(IH,Gen,2,-0.20025869158037146);(HO,4,MX,-0.862195212087068);(HO,1,SG,0.7205308633352185);(IH,Sg,3,-0.07753022289031763);(HO,4,MY,0.26642569058134846);(HO,5,MRL,0.38234673577103684)"
342,"(IH,Gen,5,0.14006934338350563);(IH,LMx,4,0.7712766870509826);(HO,3,MX,0.18867312520209434);(IH,Ly,3,-0.1930100510218562);(IH,Pop,2,0.4752022062877981);(HO,5,MRL,-0.19517768631054588);(HO,0,MRL,-0.04323548408532352);(HO,5,MRL,-0.30090505578423166);(IH,LMx,3,0.15077176014034466);(IH,Blr,2,0.7374945353796534);(IH,Plr,1,0.6516857553240318);(HO,5,SG,-0.5128700586492072);(IH,LBf,2,0.43517474134246603);(IH,LMy,2,0.9764374895529109);(HO,2,MY,-0.3881089900594994)"
343,"(HO,2,MY,0.9278865778863308);(IH,LPF,2,0.7526327217052209);(HO,0,Kill,0.5478656106680764);(HO,5,Mfd,-0.7378489435381976);(IH,Pfd,4,0.6126685566861805);(IH,LPF,6,0.11537793053842016);(HO,4,Mfd,-0.7864354425088238);(HO,5,SG,0.3909607137070745);(HO,3,Mfd,-0.9576200421618297);(HO,3,OSC,0.49573523944474807);(IH,Pfd,5,0.06465852916483472);(HO,2,OSC,0.5066461099558426);(IH,Ly,3,0.5705761167236021);(IH,Rnd,5,-0.4603486228138771);(HO,3,LPD,0.6369333295255499)"
344,"(HO,3,MY,0.34630013718968566);(IH,Gen,3,-0.7586861819590005);(IH,Age,3,-0.6908546709231052);(HO,0,Res,-0.5671030559805796);(IH,Blr,2,-0.18060394148649173);(HO,0,Res,-0.3440146234091117);(HO,4,MX,-0.862195212087068);(IH,Rnd,6,-0.8465526455657391);(IH,BDy,1,0.760544161615593);(HO,5,Mrv,0.8411243249590783);(HO,5,Mrn,-0.0215415616543011);(IH,Blr,2,-0.42704102265449095);(IH,BDy,1,-0.7461218362771427);(HO,1,MRL,-0.7546507344346911);(IH,Rnd,2,-0.5930027510996914)"
345,"(IH,Age,2,0.8908703170426275);(HO,3,OSC,0.49573523944474807);(IH,Plr,3,0.5972830863300986);(HO,0,Mfd,0.8539836143426169);(HO,0,MX,-0.6216554008006538);(IH,Ly,1,0.40267846587648015);(HO,3,Mrv,-0.10931648457302656);(HO,3,Mrv,-0.10931648457302656);(HO,1,LPD,-0.7607397627963286);(IH,Blr,6,0.7205137551204059);(IH,LMy,5,0.7633532504542531);(IH,BDx,2,-0.6277762582725743);(HO,1,Mrn,0.50493401696116);(IH,Sg,5,0.5810918452556162);(HO,1,MY,-0.6173626590951939)"
346,"(HO,5,Mrn,-0.7121302942399472);(HO,5,Mfd,0.9521377358226537);(HO,1,SG,0.7205308633352185);(IH,Pfd,3,0.4998168896171973);(IH,Osc,5,0.08734151159275894);(HO,2,Mrv,0.740194335591549);(HO,0,Res,-0.5671030559805796);(IH,LBf,3,0.36347142455263937);(IH,LBf,2,0.43517474134246603);(HO,1,MX,-0.05598048427435498);(HO,4,Res,0.9939019333665484);(IH,Sir,6,0.60082568139625);(IH,BDy,3,-0.5819891870655844);(HO,1,MX,0.4483311807327264);(HO,3,OSC,-0.3151415029731912)"
347,"(HO,6,LPD,0.34592650334790265);(IH,Sg,5,0.5810918452556162);(HO,6,MX,-0.5326335168845235);(HO,5,Res,0.6936085714991658);(IH,LMx,1,0.4373855522878962);(IH,Pop,2,0.4752022062877981);(IH,Bfd,0,0.9888937139905456);(IH,Sg,3,-0.0753134401624882);(IH,LBf,0,0.6969211246556402);(IH,LMy,5,-0.700786982840437);(IH,Sir,4,0.0267987436883228);(HO,4,Mfd,0.320862870826919);(IH,LBf,1,0.04136850760841937);(IH,BDy,6,-0.5159998279475728);(HO,1,SG,-0.6708113578955404)"
348,"(IH,Plr,4,0.5105410908516963);(IH,Sg,3,-0.07753022289031763);(IH,Pfd,3,0.011337723669141653);(IH,BD,4,0.6575718343360233);(IH,Age,1,-0.5518614548293101);(IH,BDx,2,-0.6277762582725743);(IH,Pfd,3,0.011337723669141653);(IH,Bfd,0,0.9888937139905456);(IH,LBf,0,-0.6000820991578115);(IH,LMx,3,0.19025680987355953);(IH,Osc,3,0.8975925192755141);(IH,Age,5,-0.10222771506395034);(HO,4,Mrv,0.8180617969926651);(HO,5,SG,-0.5128700586492072);(HO,4,MX,-0.6025091618086014)"
349,"(HO,0,Kill,0.5478656106680764);(IH,Osc,2,-0.6509737861386549);(HO,2,Res,-0.9835408953674809);(HO,5,SG,0.3909607137070745);(HO,6,Kill,0.37795000554691915);(IH,Plr,1,-0.6864412910401785);(IH,Bfd,5,-0.685265141059842);(HO,2,Mrn,-0.6647821621193191);(IH,Pop,0,0.6504834400217029);(IH,Blr,0,0.33725236864146746);(IH,LMx,6,-0.40292515930426465);(HO,0,SG,0.8715502134702122);(HO,2,Mrn,-0.6647821621193191);(IH,LPF,6,0.17164735486865834);(HO,2,Mfd,-0.20377587192660918)"
350,"(HO,2,OSC,0.7023365107525077);(HO,2,Mfd,0.9099399805321582);(HO,2,OSC,0.7023365107525077);(HO,4,SG,-0.7459656733826787);(HO,5,MX,-0.4958685074267859);(HO,6,Res,0.3638426379333841);(HO,5,Mfd,-0.30258443399677204);(IH,Sir,4,0.0267987436883228);(IH,Sfd,3,-0.5528327904929222);(HO,2,Res,-0.9835408953674809);(HO,1,MX,0.1524784780689079);(HO,5,Mfd,-0.7378489435381976);(HO,3,Mfd,0.10725265321751909);(HO,2,MY,0.00944684847650823);(HO,5,Mrv,0.5692072715443683)"
351,"(IH,Osc,5,0.08734151159275894);(IH,BDx,1,-0.09842663710219934);(IH,Pfd,5,0.06465852916483472);(IH,Pfd,0,0.7953237701020179);(IH,Lx,6,-0.4614928571409205);(IH,Blr,2,0.7374945353796534);(HO,3,Mfd,-0.9576200421618297);(IH,LMx,5,0.42333000966887835);(HO,4,MRL,-0.7362062465303396);(IH,LBf,0,-0.6000820991578115);(IH,Rnd,6,0.6310035380868002);(IH,Bfd,3,0.8637001071244021);(HO,4,MY,0.26642569058134846);(IH,BD,6,-0.610625032454523);(IH,Plr,4,-0.9826505601651583)"
352,"(IH,Plr,3,0.6105443444678704);(HO,6,Kill,0.37795000554691915);(HO,6,Kill,-0.45280853989657865);(IH,LPF,2,0.5615187023794479);(HO,0,SG,-0.9842964305907398);(HO,4,MX,-0.8629564518891333);(IH,Blr,2,0.7374945353796534);(IH,Gen,2,0.9983992713650254);(IH,Plr,3,0.6105443444678704);(HO,1,MRL,0.6396723499509311);(HO,2,Mfd,-0.9918977640869975);(HO,2,Mrn,0.3316641799729443);(HO,0,SG,0.8723119769602916);(HO,4,MRL,-0.8643426016397591);(HO,5,Res,0.9299485226403026)"
353,"(IH,Ly,2,-0.9357349844644194);(IH,Pfd,3,-0.43817042535365935);(IH,Sir,2,-0.5245522782534788);(IH,Age,2,0.8908703170426275);(HO,5,SG,-0.5128700586492072);(IH,Plr,3,0.5972830863300986);(HO,6,LPD,0.8267520116709877);(IH,LMx,4,-0.7113596640579067);(IH,Sir,0,0.500102444447162);(HO,2,Mrn,-0.018675947795152803);(HO,6,MRL,0.5267919260280749);(HO,6,MRL,0.5267919260280749);(IH,BDx,2,-0.6277762582725743);(HO,3,Mfd,0.10725265321751909);(IH,Pfd,3,-0.43817042535365935)"
354,"(HO,4,SG,0.5076316377072994);(IH,Bfd,6,-0.9459584099062761);(HO,0,SG,0.8723119769602916);(HO,2,Mrv,0.740194335591549);(IH,Plr,6,-0.11799757568083113);(HO,6,MY,0.8011691549771953);(HO,4,MX,0.5996443275834256);(IH,BD,0,0.5085456516415201);(IH,Blr,2,0.7374945353796534);(IH,LBf,0,-0.6000820991578115);(IH,Rnd,4,-0.9320065306109846);(IH,Bfd,5,-0.18115791134053705);(IH,Lx,5,-0.12266781388959958);(IH,Pfd,3,0.011337723669141653);(HO,2,OSC,0.7023365107525077)"
355,"(IH,Sfd,4,-0.8704363184910902);(IH,Pfd,2,0.18363111207618577);(HO,2,MX,-0.03206384428621112);(HO,5,Mfd,-0.6128841840819144);(HO,2,Mfd,-0.9918977640869975);(IH,Rnd,4,-0.5070068738108695);(IH,Age,5,-0.10222771506395034);(IH,LPF,1,0.6728618181158095);(IH,LMx,4,-0.7113596640579067);(IH,Lx,0,-0.7609857953296222);(IH,LBf,0,-0.6000820991578115);(IH,Age,6,0.7426208485766925);(HO,2,OSC,-0.010204379362243943);(HO,2,Mrv,0.740194335591549);(IH,BD,4,0.6575718343360233)"
356,"(HO,3,Mrv,-0.06968767768736828);(HO,6,LPD,0.8267520116709877);(IH,LPF,1,0.6728618181158095);(HO,5,MX,-0.4958685074267859);(HO,2,MY,-0.6180690607934765);(IH,LMy,5,0.466773406423697);(HO,5,Mfd,-0.6605551515710608);(HO,3,Mfd,0.10725265321751909);(IH,BDx,4,0.17700671530572465);(IH,LMx,6,-0.2815543009717445);(IH,Rnd,4,-0.06259061685682066);(HO,1,Mfd,-0.1465381624952451);(HO,3,Mrn,-0.8115293137410013);(IH,Plr,3,0.6105443444678704);(HO,5,Mfd,-0.3453516464502937)"
357,"(HO,4,LPD,-0.5768165281414712);(HO,0,SG,-0.6633162233637504);(IH,Sir,4,0.0267987436883228);(HO,3,Mfd,-0.9576200421618297);(IH,Lx,4,-0.7044289054907305);(IH,LPF,6,0.17164735486865834);(HO,0,MX,-0.5978332747947201);(HO,6,Res,-0.9402092016111683);(IH,Lx,3,0.10891332486209504);(IH,Blr,2,0.7374945353796534);(HO,0,Mrn,0.986277387682722);(HO,4,Mfd,0.09024006358996495);(HO,0,Mrn,0.4486083031361905);(IH,Ly,3,0.5705761167236021);(IH,Age,1,0.2166957262413387)"
358,"(IH,Sir,2,-0.5245522782534788);(HO,1,MX,-0.0027807251420974358);(HO,0,SG,-0.3422838061502722);(HO,5,MY,-0.9421494193490343);(HO,0,Mfd,-0.8881469991079094);(HO,6,Res,0.5925579628593114);(IH,Ly,4,-0.33748905668359286);(HO,6,SG,-0.8586128696619881);(HO,5,SG,-0.5128700586492072);(IH,BDx,6,0.9291293014393731);(IH,Pfd,3,0.011337723669141653);(HO,2,SG,0.13289767689834986);(HO,5,Kill,-0.9847030781135371);(IH,Blr,6,0.8003634196059077);(HO,5,MRL,-0.19517768631054588)"
359,"(IH,LMy,6,0.7235273554969546);(IH,Bfd,5,-0.685265141059842);(IH,BDy,4,-0.4832842581221535);(HO,4,MX,-0.6025091618086014);(IH,Sg,0,0.3617346282989351);(IH,Blr,2,-0.42704102265449095);(IH,Lx,2,-0.0011558999847562923);(IH,Rnd,4,-0.9320065306109846);(IH,Sg,4,-0.4646011831160606);(HO,4,OSC,0.8665027397578782);(IH,LPF,3,0.14733048264573023);(HO,2,OSC,0.5066461099558426);(IH,Bfd,2,0.1715484899707984);(IH,Sg,5,-0.6032915353884796);(IH,Age,6,0.7426208485766925)"
360,"(HO,0,LPD,-0.5992352363926037);(HO,5,MX,0.035649522794509725);(IH,Age,6,0.07946755023898078);(HO,1,Mfd,0.28698370891818525);(IH,Sir,2,-0.5245522782534788);(HO,1,LPD,-0.4891800013871299);(IH,Sg,0,0.6183844002600685);(HO,4,Mrv,0.8180617969926651);(HO,2,Res,-0.9835408953674809);(IH,BDy,4,-0.9210862870873062);(HO,0,LPD,-0.5992352363926037);(HO,0,MX,-0.9044544569091095);(IH,BDx,0,-0.45887591085229773);(IH,Plr,2,0.3081547914973499);(HO,4,MX,-0.8629564518891333)"
361,"(HO,0,MRL,-0.04323548408532352);(HO,1,Mrn,0.1189812646248729);(HO,6,MX,0.46877965772993346);(IH,LMy,6,0.7235273554969546);(HO,1,MY,-0.21222997090536544);(IH,BDy,2,0.265800981157456);(IH,LMy,4,0.38130739440909345);(HO,3,Mfd,0.10725265321751909);(IH,Plr,4,-0.9826505601651583);(IH,Sg,6,-0.9866142115957608);(HO,4,Mfd,-0.21446530634365746);(HO,1,OSC,0.28694877183391365);(HO,1,Mrn,0.1189812646248729);(HO,3,MY,0.34630013718968566);(IH,Pfd,3,0.011337723669141653)"
362,"(IH,Pfd,2,0.18363111207618577);(HO,5,SG,-0.5128700586492072);(HO,1,Mrn,0.5696482659037612);(HO,5,OSC,-0.8302878552631814);(IH,LBf,6,-0.032783742019366624);(HO,3,MX,0.18867312520209434);(HO,2,Mrv,-0.1476550129925709);(IH,Plr,2,-0.44802250675341515);(HO,2,Mfd,-0.20377587192660918);(HO,2,Mrn,0.13487715098355801);(IH,Pop,0,0.6125081163486787);(IH,LMx,3,0.15077176014034466);(IH,Ly,0,0.03853539361477787);(IH,Ly,0,-0.673618814988677);(HO,1,MY,-0.21222997090536544)"
363,"(IH,BDy,0,-0.5606429322794555);(IH,LMx,0,-0.466424345461822);(HO,2,MX,0.7801804478742573);(IH,Bfd,3,0.8637001071244021);(HO,2,MY,0.9278865778863308);(HO,0,Mrn,0.4486083031361905);(IH,Age,6,0.07946755023898078);(HO,4,MY,0.7843811027237166);(IH,LPF,2,0.5615187023794479);(HO,2,MY,-0.6180690607934765);(IH,BD,3,-0.8263479383647006);(IH,Blr,2,0.7374945353796534);(HO,0,LPD,-0.12167375004394265);(IH,Sir,6,0.60082568139625);(HO,5,MRL,-0.30090505578423166)"
364,"(IH,Blr,1,0.19820267418901172);(HO,6,LPD,-0.11789521950477266);(HO,0,LPD,-0.6949076771178655);(IH,LMy,2,0.9764374895529109);(HO,5,SG,-0.5128700586492072);(IH,Pop,0,0.6177973869100333);(HO,1,MY,-0.21222997090536544);(HO,1,Res,0.7509290802421829);(IH,LMx,6,0.39714634480254607);(HO,4,Res,0.9222881189030729);(IH,LPF,6,0.11537793053842016);(IH,Age,1,0.9256367437746005);(IH,Sg,2,-0.046805003702705905);(IH,Pop,2,0.4752022062877981);(IH,Rnd,4,-0.9320065306109846)"
365,"(HO,2,Mrv,0.740194335591549);(HO,0,MRL,-0.06134760300844655);(HO,0,Res,0.6331614387573634);(HO,2,Mrn,-0.9166803612457779);(HO,2,MY,-0.6180690607934765);(HO,6,Res,0.3638426379333841);(HO,5,SG,-0.5128700586492072);(IH,BDy,2,0.11619447453254361);(IH,Age,3,-0.6908546709231052);(IH,BDx,1,-0.09842663710219934);(HO,2,MX,-0.5483395755186178);(HO,2,Mrv,-0.1368100343121561);(IH,Pfd,1,0.29919963088692736);(IH,Blr,1,0.19820267418901172);(IH,LBf,6,-0.032783742019366624)"
366,"(IH,Lx,1,0.9608322642345377);(IH,Lx,2,-0.5509924115688574);(HO,4,SG,-0.36208110048131936);(HO,4,Res,-0.9266980348550706);(HO,3,OSC,-0.3151415029731912);(HO,6,MX,0.5247464225081679);(IH,LMy,4,0.38130739440909345);(HO,3,SG,-0.1951312715376181);(IH,BDx,2,0.13411892794242264);(IH,Gen,2,0.9977680551802219);(HO,3,Mfd,-0.9576200421618297);(IH,Pop,1,-0.08617822295508848);(IH,Pfd,5,0.06465852916483472);(IH,LPF,0,-0.7789190720436951);(HO,4,MRL,0.30458957749952886)"
367,"(IH,Age,6,0.07946755023898078);(HO,0,Kill,0.5478656106680764);(HO,5,Kill,0.3603594813511679);(HO,5,SG,-0.6293083036851634);(HO,1,Mrv,0.27285495887114597);(HO,0,LPD,-0.042600232138251704);(HO,2,OSC,0.5066461099558426);(HO,6,Kill,-0.7536061431537047);(HO,4,Kill,-0.946600296441966);(HO,4,MRL,-0.8529181687501484);(HO,3,MRL,-0.8189096274185645);(HO,6,Mfd,-0.47077106208486863);(IH,Gen,3,-0.17388644080962434);(HO,2,Mfd,0.30479555657096036);(HO,3,MRL,0.617878293923628)"
368,"(HO,1,Mrn,0.1189812646248729);(IH,LMy,4,0.38130739440909345);(HO,6,MRL,0.5267919260280749);(HO,2,Mrn,-0.6647821621193191);(HO,5,Res,0.7581486652233089);(IH,BD,2,0.2972629103335771);(HO,0,MX,0.39733261388327734);(IH,Plr,4,0.5105410908516963);(IH,LMy,3,0.6928901602144137);(IH,Pfd,3,0.011337723669141653);(HO,3,MX,0.16721209477049293);(HO,0,Mrn,0.986277387682722);(HO,0,Mfd,-0.8881469991079094);(HO,4,Mfd,-0.21446530634365746);(IH,Rnd,4,-0.5070068738108695)"
369,"(IH,BDx,6,0.9291293014393731);(HO,3,MX,0.18867312520209434);(IH,Bfd,5,-0.685265141059842);(IH,Sfd,4,-0.8704363184910902);(IH,Sfd,5,-0.33421231276289887);(IH,Gen,3,-0.17388644080962434);(IH,Sir,3,0.37402882211712263);(IH,Blr,2,-0.18060394148649173);(IH,BD,2,0.2972629103335771);(IH,Sir,3,0.37402882211712263);(HO,6,MY,0.16556244405127662);(IH,LBf,0,0.6969211246556402);(IH,Lx,3,0.5499965793740564);(IH,Gen,3,-0.7586861819590005);(HO,4,LPD,-0.5768165281414712)"
370,"(IH,Pfd,5,0.06465852916483472);(IH,Sg,4,-0.4646011831160606);(HO,3,SG,-0.1951312715376181);(IH,Plr,6,-0.11799757568083113);(HO,0,SG,-0.3422838061502722);(IH,LMx,6,-0.48238452131298093);(HO,0,MRL,0.0008801024908045019);(IH,Bfd,0,0.9888937139905456);(IH,BD,2,0.2972629103335771);(IH,Pfd,4,0.7555179840404758);(IH,Gen,2,0.9983992713650254);(IH,Pfd,3,0.46784622067333537);(HO,4,MX,-0.862195212087068);(IH,BDy,3,-0.11121853935233328);(HO,0,LPD,-0.042600232138251704)"
371,"(HO,6,SG,-0.023399097929050816);(HO,4,SG,-0.7459656733826787);(IH,Sir,0,0.500102444447162);(IH,Pfd,3,0.011337723669141653);(HO,5,SG,-0.5128700586492072);(HO,0,LPD,-0.5992352363926037);(IH,LMy,3,-0.03148012740457462);(HO,6,LPD,-0.15948284708947202);(HO,6,Res,0.5925579628593114);(IH,BDy,0,-0.5606429322794555);(HO,2,Mfd,-0.20377587192660918);(IH,LMx,5,0.34732144449416213);(IH,LPF,1,-0.27987758005672214);(IH,Bfd,6,-0.8422688115034862);(HO,1,Mrn,0.50493401696116)"
372,"(HO,5,Mrn,-0.0215415616543011);(HO,6,Mrn,-0.8749568929693767);(IH,Plr,4,-0.9826505601651583);(IH,Ly,2,-0.9357349844644194);(HO,2,MY,-0.6180690607934765);(IH,LMx,3,0.42585529544916856);(IH,Blr,6,0.04175776611883908);(HO,4,Mrn,0.8558487424888304);(IH,Ly,2,0.7478102382540888);(IH,Sfd,0,0.3587959214458343);(IH,Sir,6,0.60082568139625);(IH,BDx,2,0.13411892794242264);(HO,0,MRL,-0.04323548408532352);(HO,5,Mrn,-0.7121302942399472);(IH,Ly,0,-0.673618814988677)"
373,"(IH,LPF,1,0.6728618181158095);(IH,Sg,0,0.3617346282989351);(IH,Gen,2,-0.20025869158037146);(IH,Osc,0,0.9356482231165184);(HO,1,MX,0.10453873982094022);(HO,1,LPD,-0.4891800013871299);(HO,1,MX,-0.05598048427435498);(IH,Pfd,6,-0.591029457874569);(HO,4,OSC,0.13080210781586454);(HO,2,Mrn,-0.6647821621193191);(IH,LBf,4,0.930231672479644);(IH,Age,1,0.9256367437746005);(IH,Ly,0,0.03853539361477787);(HO,4,MRL,-0.8643426016397591);(HO,0,SG,-0.6633162233637504)"
374,"(IH,Sfd,3,-0.5528327904929222);(HO,4,Mrn,0.36655837277902004);(HO,6,MRL,0.5267919260280749);(IH,Pfd,3,0.011337723669141653);(HO,1,Res,0.6180491750045447);(HO,3,OSC,0.5998562042487672);(IH,Age,6,0.7426208485766925);(HO,0,Mrn,0.986277387682722);(IH,BDy,2,0.11619447453254361);(HO,6,MY,0.16556244405127662);(HO,0,Mrn,0.4486083031361905);(IH,Rnd,4,-0.9320065306109846);(HO,6,LPD,-0.5679425489721124);(IH,Pfd,6,-0.591029457874569);(HO,6,Mfd,-0.849793498363558)"
375,"(HO,5,Mrn,0.31275215298829373);(IH,LBf,5,-0.7609503361381309);(HO,5,Mfd,0.9521377358226537);(IH,Plr,6,-0.11799757568083113);(HO,6,Res,0.3638426379333841);(IH,Bfd,2,0.7346399107986215);(IH,Pfd,1,0.29919963088692736);(IH,BD,0,0.5085456516415201);(HO,1,Mfd,-0.1465381624952451);(HO,6,Res,0.5830433607197472);(IH,BDy,1,0.760544161615593);(IH,LPF,6,0.17164735486865834);(HO,6,SG,-0.023399097929050816);(HO,2,Mrv,0.740194335591549);(IH,Osc,2,-0.6509737861386549)"
376,"(HO,4,LPD,0.39305321566121565);(IH,LMy,1,-0.97285337563322);(IH,Sg,3,-0.07753022289031763);(IH,Pop,2,-0.18925103141790078);(IH,BDx,2,-0.039903329614558114);(HO,2,Mfd,-0.8510838934192437);(HO,3,SG,-0.35857766712884787);(HO,2,Mfd,-0.9918977640869975);(HO,6,OSC,-0.9374424120072766);(IH,Ly,0,0.03853539361477787);(HO,0,Mrn,0.4486083031361905);(HO,4,Res,-0.8596833027961763);(IH,LMx,6,0.39714634480254607);(IH,Age,6,0.07946755023898078);(IH,Ly,4,0.5322869235720575)"
377,"(IH,LPF,6,0.17164735486865834);(HO,3,OSC,-0.3151415029731912);(HO,2,MX,-0.03206384428621112);(HO,1,Mfd,0.3337291676683436);(IH,BD,3,-0.8263479383647006);(IH,Blr,2,0.10092530013208512);(HO,5,Mrn,-0.7121302942399472);(HO,4,Res,0.7192806148058295);(HO,0,MX,-0.9044544569091095);(HO,4,Res,-0.9266980348550706);(IH,Pop,6,0.35281623884570146);(HO,4,MRL,0.2612171241121377);(HO,5,Mrv,0.8411243249590783);(HO,2,MY,-0.6180690607934765);(IH,BDy,0,-0.5606429322794555)"
378,"(IH,BDy,4,0.12918374429884394);(HO,5,Mfd,-0.3453516464502937);(IH,LPF,6,0.11537793053842016);(HO,1,Mfd,0.28698370891818525);(IH,Pop,0,0.6125081163486787);(HO,1,SG,0.7205308633352185);(HO,0,MY,0.22281171838517655);(IH,Pop,5,0.26627477029817914);(HO,0,OSC,0.95372230694527);(IH,Pop,5,-0.14931777341805863);(HO,2,Mrv,0.740194335591549);(HO,5,Mfd,-0.8827738230103477);(IH,Rnd,5,0.8013276570557162);(HO,5,Kill,-0.9847030781135371);(IH,Bfd,5,0.2811278690187726)"
379,"(IH,Plr,1,-0.6864412910401785);(HO,5,Res,0.7581486652233089);(IH,LBf,2,-0.4977385386563068);(HO,1,Mfd,0.28698370891818525);(HO,1,MRL,0.7446912453481886);(IH,LMx,4,0.7712766870509826);(HO,0,LPD,-0.042600232138251704);(IH,BD,3,-0.8263479383647006);(IH,Sir,6,-0.3916444486394983);(HO,3,LPD,0.6369333295255499);(HO,5,Mfd,-0.8827738230103477);(IH,Gen,3,-0.7586861819590005);(IH,Rnd,2,-0.5930027510996914);(IH,Sir,3,0.37402882211712263);(IH,BDy,6,-0.5159998279475728)"
