Creature ID,Genome
140,"('IH', 'Blr', 1, -0.11624724521436258);('IH', 'Sfd', 6, 0.45963388670651484);('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Rnd', 2, -0.478177664739595);('IH', 'Plr', 6, 0.756761931049418);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Sg', 4, -0.7485304522757494);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Blr', 1, -0.0775942138705692);('HO', 2, 'LPD', -0.539351102372962);('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Sfd', 3, -0.8747807018664757);('IH', 'Pop', 5, 0.0914462803522067);('IH', 'Rnd', 2, -0.478177664739595)"
141,"('IH', 'LPF', 4, 0.9346181709242747);('IH', 'Gen', 4, 0.46756891797161626);('HO', 2, 'LPD', -0.539351102372962);('IH', 'BDx', 4, 0.0959161078720725);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'BDx', 4, 0.3460578759364996);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'LMx', 6, -0.4726367769094466);('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Bfd', 0, -0.3315953313125095);('IH', 'LMy', 1, 0.47923914526048383);('IH', 'Plr', 6, 0.756761931049418);('IH', 'LMx', 6, -0.8891278920731667);('IH', 'Sg', 4, -0.7485304522757494)"
142,"('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Sir', 6, np.float64(0.8374587610331513));('IH', 'Plr', 6, 0.756761931049418);('IH', 'Sir', 2, -0.5972049559443777);('HO', 2, 'Res', -0.5002432130371102);('IH', 'LPF', 4, np.float64(-0.861683043361167));('IH', 'Rnd', 2, -0.478177664739595);('IH', 'Lx', 6, -0.8386922527806917);('IH', 'Ly', 1, -0.03637957146388393);('IH', 'Lx', 6, -0.8386922527806917);('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'BDx', 1, 0.46917493934752286);('IH', 'BDx', 1, 0.46917493934752286);('IH', 'LMy', 1, np.float64(0.49961612923053456));('IH', 'LMx', 6, -0.4726367769094466)"
143,"('IH', 'Sir', 2, -0.5972049559443777);('HO', 2, 'Res', -0.5002432130371102);('IH', 'BDx', 4, 0.3460578759364996);('HO', 2, 'LPD', -0.539351102372962);('IH', 'Sir', 2, -0.5972049559443777);('IH', 'Bfd', 0, -0.3315953313125095);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Rnd', 2, -0.478177664739595);('IH', 'Sg', 4, 0.5497233032688309);('IH', 'Blr', 1, -0.11624724521436258);('IH', 'Sir', 2, -0.5972049559443777);('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'Rnd', 2, -0.478177664739595);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Osc', 3, 0.714823536305274)"
144,"('IH', 'Blr', 1, -0.0775942138705692);('IH', 'BDx', 4, 0.3460578759364996);('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Sg', 4, -0.7485304522757494);('HO', 4, 'Mrn', -0.9164905112010036);('IH', 'BDx', 1, 0.46917493934752286);('IH', 'LPF', 4, 0.9346181709242747);('IH', 'Plr', 6, 0.756761931049418);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Plr', 6, 0.756761931049418);('IH', 'LPF', 4, np.float64(-0.861683043361167));('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Blr', 1, -0.0775942138705692);('HO', 4, 'OSC', np.float64(0.560663824117742))"
145,"('IH', 'BDx', 1, 0.46917493934752286);('HO', 2, 'LPD', -0.539351102372962);('IH', 'LPF', 4, np.float64(0.9270033120503325));('IH', 'LMy', 1, 0.47923914526048383);('IH', 'Lx', 6, -0.8386922527806917);('IH', 'LPF', 4, np.float64(0.9270033120503325));('IH', 'Pop', 5, 0.0914462803522067);('HO', 2, 'Res', -0.5002432130371102);('HO', 2, 'Res', -0.5002432130371102);('IH', 'LPF', 4, 0.9346181709242747);('IH', 'Plr', 6, np.float64(-1.0));('HO', 4, 'OSC', np.float64(0.3867690345198792));('IH', 'Plr', 6, 0.756761931049418);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Sg', 4, 0.5497233032688309)"
146,"('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'BDx', 4, 0.3460578759364996);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Plr', 6, 0.756761931049418);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'BDx', 1, 0.46917493934752286);('IH', 'LPF', 4, np.float64(-0.8745376175721385));('IH', 'Sir', 6, np.float64(1.0));('HO', 2, 'Res', np.float64(-0.6500069227320622));('IH', 'LMy', 1, np.float64(0.49961612923053456));('IH', 'Rnd', 2, -0.478177664739595);('IH', 'Sg', 4, 0.5497233032688309)"
147,"('IH', 'Sg', 4, 0.5497233032688309);('HO', 4, 'OSC', 0.4918337715539085);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Sir', 6, np.float64(1.0));('IH', 'Lx', 6, -0.8386922527806917);('IH', 'Bfd', 0, -0.3315953313125095);('IH', 'Plr', 6, 0.756761931049418);('HO', 4, 'Mrn', -0.9164905112010036);('IH', 'Pop', 5, 0.0914462803522067);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Sg', 4, 0.5497233032688309);('HO', 2, 'LPD', -0.539351102372962);('IH', 'LPF', 4, 0.9346181709242747);('IH', 'BD', 2, 0.259546708840672);('IH', 'Blr', 1, -0.0775942138705692)"
148,"('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'LMx', 6, -0.8891278920731667);('IH', 'Sir', 6, np.float64(1.0));('IH', 'Blr', 1, -0.11624724521436258);('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Osc', 3, 0.714823536305274);('IH', 'Sir', 6, np.float64(1.0));('HO', 2, 'Res', -0.5002432130371102);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Rnd', 1, 0.9585204672403618);('HO', 4, 'OSC', np.float64(0.3867690345198792));('IH', 'Plr', 6, np.float64(-1.0))"
149,"('IH', 'LMy', 1, np.float64(0.49961612923053456));('IH', 'Sir', 6, np.float64(1.0));('IH', 'Sir', 2, -0.5972049559443777);('IH', 'Plr', 6, 0.756761931049418);('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'Sg', 4, -0.7485304522757494);('IH', 'Rnd', 2, -0.478177664739595);('HO', 4, 'OSC', 0.4918337715539085);('IH', 'Blr', 1, -0.0775942138705692);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Lx', 6, -0.8386922527806917);('IH', 'Lx', 2, 0.9913640323840431);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'LPF', 4, np.float64(-0.861683043361167));('IH', 'BDx', 1, 0.46917493934752286)"
150,"('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'BDx', 4, 0.3460578759364996);('IH', 'BDx', 1, 0.46917493934752286);('HO', 2, 'Res', np.float64(-0.6500069227320622));('IH', 'Blr', 1, -0.0775942138705692);('HO', 4, 'LPD', 0.8304150234216718);('HO', 2, 'LPD', -0.539351102372962);('HO', 2, 'Res', np.float64(-0.6500069227320622));('IH', 'Blr', 1, -0.0775942138705692);('IH', 'LPF', 4, 0.9346181709242747);('IH', 'Bfd', 0, -0.3315953313125095);('HO', 4, 'Mrn', -0.9164905112010036);('IH', 'BDx', 4, 0.3460578759364996);('IH', 'Osc', 3, 0.714823536305274);('HO', 2, 'LPD', -0.539351102372962)"
151,"('IH', 'LPF', 4, np.float64(-0.861683043361167));('HO', 2, 'LPD', -0.539351102372962);('IH', 'Bfd', 0, -0.3315953313125095);('IH', 'LPF', 4, np.float64(0.9270033120503325));('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Sfd', 3, -0.8747807018664757);('HO', 4, 'OSC', 0.4918337715539085);('HO', 2, 'LPD', -0.539351102372962);('HO', 2, 'LPD', -0.539351102372962);('IH', 'Blr', 1, -0.11624724521436258);('IH', 'Sfd', 3, -0.8747807018664757);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Pop', 5, 0.0914462803522067);('HO', 2, 'LPD', -0.539351102372962)"
152,"('IH', 'Sir', 6, np.float64(1.0));('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Blr', 1, -0.0775942138705692);('HO', 2, 'LPD', -0.539351102372962);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Bfd', 0, np.float64(-0.23085016926409244));('HO', 2, 'Res', np.float64(-0.6500069227320622));('IH', 'Pop', 5, 0.0914462803522067);('IH', 'Lx', 2, np.float64(1.0));('IH', 'LPF', 4, np.float64(0.9270033120503325));('IH', 'BDx', 4, np.float64(0.3419600478029263));('IH', 'Rnd', 1, -0.101506499040392);('IH', 'Plr', 6, np.float64(-1.0));('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Plr', 6, 0.756761931049418)"
153,"('IH', 'Blr', 1, -0.0775942138705692);('HO', 2, 'Res', -0.5002432130371102);('IH', 'LMy', 1, 0.47923914526048383);('IH', 'LPF', 4, np.float64(-0.861683043361167));('HO', 2, 'LPD', -0.539351102372962);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Pop', 5, 0.0914462803522067);('IH', 'Rnd', 1, np.float64(0.9877961312110315));('IH', 'Sfd', 6, 0.45963388670651484);('HO', 4, 'LPD', 0.8304150234216718);('IH', 'Rnd', 1, 0.9585204672403618);('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'Ly', 1, -0.03637957146388393);('IH', 'Plr', 6, np.float64(-1.0));('IH', 'Lx', 2, 0.9913640323840431)"
154,"('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'LPF', 4, np.float64(0.9270033120503325));('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Plr', 6, 0.756761931049418);('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Blr', 1, -0.11624724521436258);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Lx', 2, 0.9913640323840431);('HO', 2, 'Res', np.float64(-0.6500069227320622));('HO', 2, 'LPD', -0.539351102372962);('IH', 'Bfd', 0, -0.3315953313125095);('HO', 4, 'Mrn', -0.9164905112010036);('HO', 4, 'OSC', np.float64(0.3867690345198792));('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Plr', 6, 0.756761931049418)"
155,"('IH', 'LMx', 6, -0.4726367769094466);('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Sir', 2, -0.5972049559443777);('HO', 2, 'Res', np.float64(-0.6500069227320622));('HO', 2, 'Res', -0.5002432130371102);('HO', 2, 'Res', np.float64(-0.6500069227320622));('IH', 'Lx', 2, 0.9913640323840431);('IH', 'Rnd', 2, -0.478177664739595);('IH', 'BDx', 1, 0.46917493934752286);('HO', 4, 'LPD', 0.8304150234216718);('HO', 4, 'OSC', 0.4918337715539085);('IH', 'Bfd', 0, -0.3315953313125095);('IH', 'Sfd', 3, -0.8747807018664757);('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Rnd', 1, 0.9585204672403618)"
156,"('IH', 'BDx', 4, 0.3460578759364996);('IH', 'Lx', 6, -0.8386922527806917);('IH', 'Blr', 1, -0.11624724521436258);('IH', 'Rnd', 2, -0.478177664739595);('IH', 'Rnd', 2, -0.478177664739595);('IH', 'Blr', 1, -0.11624724521436258);('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Rnd', 2, -0.478177664739595);('IH', 'LPF', 4, np.float64(-0.861683043361167));('IH', 'Blr', 1, -0.0775942138705692);('HO', 4, 'OSC', 0.4918337715539085);('IH', 'Pop', 5, 0.0914462803522067);('HO', 4, 'LPD', np.float64(0.8022173404962768));('IH', 'Pop', 5, 0.0914462803522067)"
157,"('IH', 'Sg', 4, 0.5497233032688309);('IH', 'BDx', 1, 0.46917493934752286);('HO', 4, 'OSC', 0.4918337715539085);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'BDx', 1, 0.46917493934752286);('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Blr', 1, -0.11624724521436258);('IH', 'Bfd', 0, -0.3315953313125095);('HO', 4, 'OSC', 0.4918337715539085);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Plr', 6, 0.756761931049418);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Lx', 6, -0.8386922527806917)"
158,"('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Sir', 6, np.float64(1.0));('IH', 'Rnd', 2, -0.478177664739595);('IH', 'BDx', 4, 0.0959161078720725);('HO', 4, 'OSC', np.float64(0.560663824117742));('HO', 2, 'Res', -0.5002432130371102);('IH', 'Lx', 6, -0.8386922527806917);('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'LPF', 4, 0.9346181709242747);('IH', 'Plr', 6, np.float64(-1.0));('HO', 4, 'Mrn', -0.9164905112010036);('IH', 'Sir', 6, np.float64(1.0));('IH', 'Pop', 5, 0.0914462803522067);('HO', 2, 'LPD', -0.539351102372962);('IH', 'Plr', 6, 0.756761931049418)"
159,"('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Plr', 6, 0.756761931049418);('IH', 'Plr', 6, np.float64(-1.0));('HO', 2, 'LPD', -0.539351102372962);('IH', 'LPF', 4, 0.9346181709242747);('IH', 'Rnd', 2, -0.478177664739595);('IH', 'Plr', 6, 0.756761931049418);('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Rnd', 2, -0.478177664739595);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Sg', 4, -0.7485304522757494);('HO', 4, 'LPD', 0.8304150234216718);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Lx', 6, -0.8386922527806917)"
160,"('IH', 'Blr', 1, -0.0775942138705692);('IH', 'LPF', 4, 0.9346181709242747);('IH', 'Plr', 6, 0.756761931049418);('IH', 'Sfd', 3, -0.8747807018664757);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Bfd', 0, -0.3315953313125095);('IH', 'BDx', 4, 0.3460578759364996);('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Blr', 1, np.float64(-0.17138039203751965));('IH', 'Lx', 6, -0.8386922527806917);('IH', 'BDx', 4, 0.3460578759364996);('IH', 'BDx', 4, 0.3460578759364996);('IH', 'BDx', 4, np.float64(0.3419600478029263));('HO', 2, 'Res', -0.5002432130371102)"
161,"('IH', 'Plr', 6, 0.756761931049418);('IH', 'Rnd', 1, np.float64(0.9600988587650747));('IH', 'Blr', 1, -0.0775942138705692);('IH', 'BDx', 4, 0.3460578759364996);('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Sir', 6, np.float64(0.8374587610331513));('HO', 2, 'LPD', -0.539351102372962);('IH', 'Pop', 5, 0.0914462803522067);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Lx', 2, 0.9913640323840431);('IH', 'Osc', 3, 0.714823536305274);('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'LPF', 4, np.float64(-0.861683043361167));('HO', 2, 'LPD', -0.539351102372962)"
162,"('IH', 'Osc', 3, 0.714823536305274);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Sg', 4, 0.5497233032688309);('IH', 'Rnd', 1, 0.9585204672403618);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Plr', 6, 0.756761931049418);('HO', 4, 'Mrn', -0.9164905112010036);('IH', 'LMx', 6, -0.4726367769094466);('IH', 'Lx', 6, -0.8386922527806917);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Blr', 1, -0.0775942138705692);('HO', 4, 'OSC', np.float64(0.560663824117742))"
163,"('IH', 'LMy', 1, np.float64(0.49961612923053456));('IH', 'Lx', 6, -0.8386922527806917);('IH', 'Rnd', 2, -0.478177664739595);('IH', 'BDx', 1, 0.46917493934752286);('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'BDx', 4, 0.3460578759364996);('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'LMx', 1, -0.5334067678357901);('IH', 'Plr', 6, 0.756761931049418);('IH', 'Rnd', 1, 0.9585204672403618);('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'LPF', 4, 0.9346181709242747);('HO', 4, 'OSC', np.float64(0.3867690345198792));('HO', 4, 'OSC', np.float64(0.560663824117742));('HO', 4, 'OSC', np.float64(0.560663824117742))"
164,"('IH', 'LPF', 4, 0.9346181709242747);('IH', 'Sir', 6, np.float64(1.0));('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Sir', 6, np.float64(1.0));('IH', 'Osc', 3, 0.714823536305274);('IH', 'Blr', 1, -0.0775942138705692);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'BDx', 4, 0.3460578759364996);('IH', 'BDx', 4, 0.3460578759364996);('IH', 'Plr', 6, 0.756761931049418);('HO', 4, 'OSC', 0.4918337715539085);('HO', 4, 'Mrn', np.float64(-0.9320028924755337));('HO', 2, 'Res', -0.5002432130371102)"
165,"('HO', 2, 'Res', -0.5002432130371102);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'LPF', 4, np.float64(-0.861683043361167));('IH', 'Sfd', 6, 0.45963388670651484);('HO', 4, 'OSC', 0.4918337715539085);('IH', 'Osc', 3, 0.714823536305274);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Rnd', 1, 0.9585204672403618);('HO', 2, 'LPD', -0.539351102372962);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Blr', 1, -0.0775942138705692);('HO', 2, 'Res', -0.5002432130371102);('IH', 'LMx', 6, -0.8891278920731667);('IH', 'Plr', 6, 0.756761931049418);('IH', 'Pop', 5, 0.0914462803522067)"
166,"('IH', 'Pop', 5, 0.0914462803522067);('IH', 'Gen', 4, 0.46756891797161626);('HO', 2, 'Res', np.float64(-0.6500069227320622));('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Bfd', 0, -0.3315953313125095);('HO', 2, 'Res', -0.5002432130371102);('HO', 2, 'LPD', -0.539351102372962);('IH', 'Bfd', 0, -0.3315953313125095);('IH', 'Rnd', 2, -0.478177664739595);('HO', 2, 'LPD', -0.539351102372962);('IH', 'LPF', 4, 0.9346181709242747);('IH', 'Blr', 1, -0.0775942138705692)"
167,"('IH', 'Sg', 4, 0.5497233032688309);('HO', 2, 'Res', -0.5002432130371102);('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Rnd', 2, -0.478177664739595);('IH', 'LPF', 4, np.float64(-0.861683043361167));('HO', 4, 'OSC', 0.4918337715539085);('HO', 2, 'LPD', -0.539351102372962);('HO', 2, 'LPD', -0.539351102372962);('IH', 'Blr', 1, -0.11624724521436258);('IH', 'Blr', 1, -0.0775942138705692);('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'Sir', 6, np.float64(1.0));('IH', 'Gen', 4, 0.46756891797161626);('IH', 'LPF', 4, np.float64(0.9270033120503325))"
168,"('HO', 4, 'OSC', np.float64(0.560663824117742));('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'Plr', 6, 0.756761931049418);('IH', 'LPF', 4, np.float64(-0.861683043361167));('IH', 'Lx', 6, -0.8386922527806917);('HO', 2, 'Res', -0.5002432130371102);('IH', 'LPF', 4, 0.9346181709242747);('HO', 4, 'OSC', 0.4918337715539085);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Sg', 4, 0.5497233032688309);('IH', 'Plr', 6, 0.756761931049418);('HO', 2, 'LPD', -0.539351102372962);('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Rnd', 2, -0.478177664739595)"
169,"('IH', 'Sg', 4, -0.7485304522757494);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Plr', 6, 0.756761931049418);('IH', 'LPF', 4, np.float64(-0.861683043361167));('IH', 'Sir', 6, np.float64(1.0));('IH', 'Bfd', 0, -0.3315953313125095);('IH', 'LMx', 6, -0.4726367769094466);('IH', 'LMy', 1, np.float64(0.49961612923053456));('HO', 2, 'LPD', -0.539351102372962);('IH', 'Rnd', 1, 0.9585204672403618);('HO', 2, 'Res', np.float64(-0.6500069227320622));('IH', 'BDx', 1, 0.46917493934752286);('IH', 'BDx', 4, 0.3460578759364996);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Rnd', 1, 0.9585204672403618)"
170,"('IH', 'Sg', 4, 0.5497233032688309);('HO', 2, 'Res', -0.5002432130371102);('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Bfd', 0, -0.3315953313125095);('IH', 'Pop', 5, 0.0914462803522067);('IH', 'Sg', 2, 0.5625153176272508);('IH', 'BDx', 1, 0.46917493934752286);('HO', 2, 'Res', -0.5002432130371102);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Plr', 6, 0.756761931049418);('IH', 'BDx', 1, 0.46917493934752286);('HO', 4, 'OSC', np.float64(0.560663824117742));('HO', 2, 'LPD', -0.539351102372962);('HO', 4, 'Mrn', -0.9164905112010036);('IH', 'Rnd', 1, 0.9585204672403618)"
171,"('IH', 'LPF', 4, np.float64(-0.861683043361167));('IH', 'Pop', 5, 0.0914462803522067);('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'Pop', 5, 0.0914462803522067);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Rnd', 1, 0.9585204672403618);('HO', 4, 'OSC', np.float64(0.3867690345198792));('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Sg', 4, -0.7485304522757494);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Lx', 6, -0.8386922527806917);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Plr', 6, 0.756761931049418);('IH', 'LMy', 1, np.float64(0.49961612923053456));('IH', 'BDx', 1, np.float64(0.5504861602434887))"
172,"('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'BDx', 1, np.float64(0.5504861602434887));('HO', 4, 'OSC', np.float64(0.560663824117742));('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Plr', 6, 0.756761931049418);('IH', 'Ly', 1, -0.03637957146388393);('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Blr', 1, -0.0775942138705692);('HO', 2, 'Res', -0.5002432130371102);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Rnd', 1, -0.101506499040392);('IH', 'Sg', 4, 0.5497233032688309);('HO', 2, 'Res', -0.5002432130371102);('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Pop', 5, 0.0914462803522067)"
173,"('IH', 'BDx', 4, 0.0959161078720725);('IH', 'Ly', 1, -0.03637957146388393);('IH', 'Pop', 5, 0.0914462803522067);('IH', 'Rnd', 1, 0.9585204672403618);('HO', 4, 'OSC', 0.4918337715539085);('IH', 'Blr', 1, -0.0775942138705692);('HO', 2, 'LPD', -0.539351102372962);('IH', 'Plr', 6, 0.756761931049418);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Sir', 2, -0.5972049559443777);('HO', 2, 'Res', -0.5002432130371102);('IH', 'Osc', 3, 0.714823536305274);('IH', 'Rnd', 2, -0.478177664739595);('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Rnd', 1, 0.9585204672403618)"
174,"('IH', 'Plr', 6, 0.756761931049418);('IH', 'LPF', 4, 0.9346181709242747);('IH', 'Sfd', 6, 0.45963388670651484);('HO', 2, 'Res', np.float64(-0.6500069227320622));('HO', 4, 'OSC', np.float64(0.36588862936210503));('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Rnd', 1, 0.9585204672403618);('HO', 2, 'LPD', -0.539351102372962);('IH', 'BDx', 4, 0.3460578759364996);('IH', 'Bfd', 0, -0.3315953313125095);('IH', 'Lx', 6, -0.8386922527806917);('IH', 'Rnd', 1, np.float64(0.9600988587650747));('IH', 'Sfd', 6, 0.45963388670651484);('IH', 'Pop', 5, 0.0914462803522067);('IH', 'Sg', 4, 0.5497233032688309)"
175,"('IH', 'BDx', 4, 0.3460578759364996);('IH', 'Gen', 4, 0.46756891797161626);('IH', 'Pop', 5, 0.0914462803522067);('IH', 'Sir', 6, np.float64(1.0));('IH', 'BDx', 1, np.float64(0.5504861602434887));('IH', 'Plr', 6, 0.756761931049418);('HO', 4, 'OSC', np.float64(0.3867690345198792));('IH', 'Plr', 6, np.float64(0.6384976929101557));('IH', 'Lx', 2, np.float64(1.0));('HO', 2, 'Res', -0.5002432130371102);('IH', 'Plr', 6, 0.756761931049418);('IH', 'LMx', 6, -0.4726367769094466);('IH', 'Sg', 4, -0.7485304522757494);('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Pop', 5, 0.0914462803522067)"
176,"('IH', 'BDx', 4, 0.3460578759364996);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Sir', 6, np.float64(1.0));('IH', 'Sg', 4, 0.5497233032688309);('IH', 'BD', 3, np.float64(-0.7026150524280448));('IH', 'Rnd', 1, 0.9585204672403618);('IH', 'Bfd', 0, -0.3315953313125095);('HO', 2, 'LPD', -0.539351102372962);('IH', 'Plr', 6, np.float64(-1.0));('IH', 'Osc', 3, 0.714823536305274);('IH', 'Plr', 6, 0.756761931049418);('IH', 'BDx', 4, 0.3460578759364996);('IH', 'Blr', 1, -0.0775942138705692);('IH', 'Blr', 1, -0.0775942138705692);('HO', 4, 'OSC', np.float64(0.560663824117742))"
177,"('IH', 'Rnd', 2, -0.478177664739595);('IH', 'Pop', 5, 0.0914462803522067);('IH', 'Rnd', 1, np.float64(0.9877961312110315));('HO', 4, 'OSC', 0.4918337715539085);('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Plr', 6, np.float64(-1.0));('HO', 2, 'LPD', -0.539351102372962);('IH', 'Sir', 6, np.float64(1.0));('IH', 'Lx', 6, -0.8386922527806917);('IH', 'BDx', 1, 0.46917493934752286);('IH', 'Rnd', 1, np.float64(0.9877961312110315));('IH', 'LMy', 1, 0.47923914526048383);('HO', 2, 'Res', np.float64(-0.5104286864656093));('IH', 'LMx', 1, -0.5334067678357901);('IH', 'LMx', 1, -0.5334067678357901)"
