3,14
4,27
4,39
4,89
5,100
8,90
9,10
9,37
10,37
11,47
11,51
11,80
11,82
15,53
16,63
16,94
19,38
19,84
20,29
27,39
28,38
28,84
31,52
38,84
39,91
40,56
42,46
42,55
42,70
42,95
46,55
46,70
46,95
47,51
47,80
47,82
49,65
51,82
54,88
55,70
55,95
59,96
61,94
63,94
66,74
68,77
70,95
80,82
