1,23
1,31
3,6
4,62
4,92
5,82
12,44
13,37
19,49
22,45
23,31
24,28
34,74
39,76
40,41
40,86
40,89
42,54
43,65
43,73
43,81
49,99
53,66
62,92
65,73
65,81
69,84
73,81
85,95
86,89
