2,6
2,65
4,15
4,23
5,25
5,39
5,67
6,65
7,56
7,84
7,99
8,29
9,29
9,48
9,98
11,51
11,88
11,100
13,17
13,40
15,23
19,32
19,60
19,63
19,70
19,95
20,33
20,81
23,28
23,64
24,51
24,58
24,88
24,100
26,72
28,64
28,78
29,48
29,98
32,60
32,70
32,95
33,81
36,42
36,71
36,94
39,67
40,74
41,87
42,71
42,93
42,94
46,52
48,98
50,53
51,58
51,88
51,100
56,84
56,99
58,88
58,100
60,63
60,70
63,70
64,78
70,95
71,94
84,99
88,100
93,94
