Generation,SurvivalRate,GeneticDiversity
257,57.99999999999999,122
258,60.3,122
259,58.099999999999994,123
260,60.6,123
261,58.099999999999994,126
262,58.199999999999996,125
263,56.10000000000001,124
264,56.3,124
265,58.699999999999996,124
266,60.099999999999994,123
267,57.199999999999996,122
268,59.3,124
269,56.699999999999996,125
270,59.599999999999994,125
271,59.4,121
272,56.8,125
273,58.199999999999996,126
274,58.3,126
275,57.9,124
276,56.99999999999999,124
277,60.199999999999996,123
278,59.099999999999994,125
279,55.800000000000004,123
280,56.3,122
281,55.900000000000006,123
282,55.300000000000004,127
283,58.8,127
284,56.39999999999999,127
285,59.4,127
286,58.9,121
287,61.7,122
288,55.800000000000004,126
289,57.9,126
290,57.9,126
291,60.6,124
292,56.599999999999994,127
293,62.1,124
294,59.4,119
295,59.8,125
296,57.599999999999994,125
297,58.199999999999996,125
298,56.89999999999999,125
299,58.5,125
